Roll No.,G CODE,Sections
SIASUG2021-0130,ARTS205,A
SIASUG2021-0130,COMP203,A
SIASUG2021-0130,MATH061&PHYS061,A
SIASUG2021-0130,HIST328|BIOS328|LITT328|ARTS328&HIST428|BIOS428|LITT428|ARTS428,A
SIASUG2021-0130,BIOS251|HIST251,A
SIASUG2021-0082,SOCL325|ENVS325,A
SIASUG2021-0082,MATH344&MATH444,A
SIASUG2021-0082,PHYS345,A
SIASUG2021-0082,CHEM431,A
SIASUG2021-0082,PHIL214|PHIL314&PHIL414,A
SIASUG2021-0019,DATA201-A,A
SIASUG2021-0019,MATH191|COMP201,A
SIASUG2021-0019,HIST330|SOCL330|POLT330,A
SIASUG2021-0019,PSYC437,A
SIASUG2021-0019,ECON209,A
SIASUG2021-0153,CWPC601,A
SIASUG2021-0153,HIST326&HIST426,A
SIASUG2021-0153,SOCL328,A
SIASUG2021-0153,PSYC440,A
SIASUG2021-0153,PHYS110,A
SIASUG2021-0027,BIOS251|HIST251,A
SIASUG2021-0027,MATH203,A
SIASUG2021-0027,BUSI318,A
SIASUG2021-0027,COMP329|MATH329&COMP429|MATH429,A
SIASUG2021-0027,CHEM433,A
SIASUG2021-0191,HIST339,A
SIASUG2021-0191,MATH203,A
SIASUG2021-0191,POLT412,A
SIASUG2021-0191,BIOS251|HIST251,A
SIASUG2021-0191,POLT334|SOCL334,A
SIASUG2021-0067,COMP332&COMP432,A
SIASUG2021-0067,COMP350,A
SIASUG2021-0067,PSYC437,A
SIASUG2021-0067,CHEM434,A
SIASUG2021-0067,BIOS432|CHEM432,A
SIASUG2022-0019,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0019,COMP311|MATH311,A
SIASUG2022-0019,ENVS328,A
SIASUG2022-0019,PSYC442,A
SIASUG2022-0019,COMP347&COMP447,A
SIASUG2021-0023,PSYC251|SOCL251,A
SIASUG2021-0023,CHEM434,A
SIASUG2021-0023,PSYC345&PSYC445,A
SIASUG2021-0023,ENVS242|SOCL242|POLT221,A
SIASUG2021-0023,POLT333|SOCL333,A
SIASUG2021-0107,MATH191|COMP201,A
SIASUG2021-0107,MATH203,A
SIASUG2021-0107,BIOS251|HIST251,A
SIASUG2021-0107,CHEM433,A
SIASUG2021-0107,MATH305&MATH405,A
SIASUG2022-0023,PSYC437,A
SIASUG2022-0023,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0023,ENVS328,A
SIASUG2022-0023,DATA201-A,A
SIASUG2022-0023,CWPC601,A
SIASUG2022-0026,ECON321&ECON421,A
SIASUG2022-0026,PHYS345,A
SIASUG2022-0026,COMP328&COMP428,A
SIASUG2022-0026,PHYS110,A
SIASUG2022-0026,COMP311|MATH311,A
SIASUG2022-0036,BUSI211|PSYC213,A
SIASUG2022-0036,PHYS216|COMP216,A
SIASUG2022-0036,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0036,ARTS233,A
SIASUG2022-0036,CWPC601,A
SIASUG2022-0079,COMP350,A
SIASUG2022-0079,ENVS328,A
SIASUG2022-0079,PHYS311,A
SIASUG2022-0079,BIOS221,A
SIASUG2022-0079,ECON207,A
SIASUG2022-0098,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0098,ARTS236|LITT234,A
SIASUG2022-0098,BUSI319,A
SIASUG2022-0098,COMP329|MATH329&COMP429|MATH429,A
SIASUG2022-0098,BUSI318,A
SIASUG2022-0118,ENVS421,A
SIASUG2022-0118,COMP329|MATH329&COMP429|MATH429,A
SIASUG2022-0118,ECON210-A,A
SIASUG2022-0118,PHYS327,A
SIASUG2022-0118,PHYS231,A
SIASUG2022-0120,ECON332&ECON432,A
SIASUG2022-0120,BIOS306|CHEM305,A
SIASUG2022-0120,ARTS235|ENVS237,A
SIASUG2022-0120,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0120,CHEM433,A
SIASUG2022-0141,ECON207,A
SIASUG2022-0141,ARTS233,A
SIASUG2022-0141,ECON210-B,A
SIASUG2022-0141,PHYS327,A
SIASUG2022-0141,PSYC208,A
SIASUG2022-0146,MATH061&PHYS061,A
SIASUG2022-0146,BUSI317,A
SIASUG2022-0146,MATH305&MATH405,A
SIASUG2022-0146,DATA201-B,A
SIASUG2022-0146,MATH226,A
SIASUG2022-0148,HIST303|PHIL315|LITT306,A
SIASUG2022-0148,MATH191|COMP201,A
SIASUG2022-0148,ARTS224,A
SIASUG2022-0148,POLT203,A
SIASUG2022-0148,COMP332&COMP432,A
SIASUG2022-0027,POLT203,A
SIASUG2022-0027,BIOS231|CHEM231,A
SIASUG2022-0027,BIOS224,A
SIASUG2022-0027,BIOS409|ENVS409,A
SIASUG2022-0027,CHEM207,A
SIASUG2021-0090,BUSI317,A
SIASUG2021-0090,SOCL325|ENVS325,A
SIASUG2021-0090,COMP329|MATH329&COMP429|MATH429,A
SIASUG2021-0090,LITT208,A
SIASUG2021-0090,BIOS224,A
SIASUG2021-0107,SOCL328,A
SIASUG2021-0107,BIOS224,A
SIASUG2021-0107,MATH191|COMP201,A
SIASUG2021-0107,COMP328&COMP428,A
SIASUG2021-0107,CHEM207,A
SIASUG2021-0152,CHEM207,A
SIASUG2021-0152,CHEM219,A
SIASUG2021-0152,DATA201-B,A
SIASUG2021-0152,ECON210-B,A
SIASUG2021-0152,HIST326&HIST426,A
SIASUG2022-0026,ECON201-B,A
SIASUG2022-0026,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0026,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0026,ARTS234|PHIL234|PSYC235,A
SIASUG2022-0026,MATH355&MATH455,A
SIASUG2022-0036,ECON201-A,A
SIASUG2022-0036,COMP310&COMP410,A
SIASUG2022-0036,SOCL328,A
SIASUG2022-0036,BIOS251|HIST251,A
SIASUG2022-0036,PHYS110,A
SIASUG2022-0053,COMP329|MATH329&COMP429|MATH429,A
SIASUG2022-0053,BUSI319,A
SIASUG2022-0053,PSYC442,A
SIASUG2022-0053,DATA201-A,A
SIASUG2022-0053,HIST330|SOCL330|POLT330,A
SIASUG2022-0054,PSYC327,A
SIASUG2022-0054,BUSI201,A
SIASUG2022-0054,PSYC437,A
SIASUG2022-0054,SOCL411|POLT411,A
SIASUG2022-0054,ECON210-A,A
SIASUG2022-0079,PSYC442,A
SIASUG2022-0079,ECON206,A
SIASUG2022-0079,HIST303|PHIL315|LITT306,A
SIASUG2022-0079,PHYS327,A
SIASUG2022-0079,COMP203,A
SIASUG2022-0098,PSYC208,A
SIASUG2022-0098,LITT212|ARTS232,A
SIASUG2022-0098,COMP310&COMP410,A
SIASUG2022-0098,ARTS235|ENVS237,A
SIASUG2022-0098,ENVS328,A
SIASUG2022-0118,CWPC601,A
SIASUG2022-0118,CHEM207,A
SIASUG2022-0118,PHYS443,A
SIASUG2022-0118,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0118,BUSI319,A
SIASUG2022-0120,DATA201-A,A
SIASUG2022-0120,CWPC601,A
SIASUG2022-0120,MATH305&MATH405,A
SIASUG2022-0120,PSYC440,A
SIASUG2022-0120,ENVS421,A
SIASUG2022-0146,ARTS224,A
SIASUG2022-0146,POLT334|SOCL334,A
SIASUG2022-0146,ECON315|SOCL323|BUSI312,A
SIASUG2022-0146,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0146,BUSI317,A
SIASUG2022-0181,CWPC601,A
SIASUG2022-0181,MATH355&MATH455,A
SIASUG2022-0181,PSYC327,A
SIASUG2022-0181,POLT333|SOCL333,A
SIASUG2022-0181,CHEM433,A
SIASUG2022-0016,PHIL214|PHIL314&PHIL414,A
SIASUG2022-0016,PHYS231,A
SIASUG2022-0016,COMP347&COMP447,A
SIASUG2022-0016,HIST339,A
SIASUG2022-0016,BIOS224,A
SIASUG2022-0075,ARTS234|PHIL234|PSYC235,A
SIASUG2022-0075,ARTS235|ENVS237,A
SIASUG2022-0075,LITT212|ARTS232,A
SIASUG2022-0075,POLT333|SOCL333,A
SIASUG2022-0075,BUSI211|PSYC213,A
SIASUG2022-0023,PHIL214|PHIL314&PHIL414,A
SIASUG2022-0023,COMP203,A
SIASUG2022-0023,HIST314|SOCL351|POLT351,A
SIASUG2022-0023,PSYC442,A
SIASUG2022-0023,SOCL411|POLT411,A
SIASUG2021-0072,MATH257,A
SIASUG2021-0072,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2021-0072,HIST314|SOCL351|POLT351,A
SIASUG2021-0072,ENVS328,A
SIASUG2021-0072,ECON201-A,A
SIASUG2021-0116,ECON315|SOCL323|BUSI312,A
SIASUG2021-0116,COMP431|ARTS431,A
SIASUG2021-0116,ARTS236|LITT234,A
SIASUG2021-0116,CHEM321,A
SIASUG2021-0116,ENVS245,A
SIASUG2021-0152,BIOS227|ENVS227|PSYC227,A
SIASUG2021-0152,COMP329|MATH329&COMP429|MATH429,A
SIASUG2021-0152,CHEM431,A
SIASUG2021-0152,PSYC208,A
SIASUG2021-0152,POLT333|SOCL333,A
SIASUG2021-0166,COMP203,A
SIASUG2021-0166,CHEM433,A
SIASUG2021-0166,PHIL214|PHIL314&PHIL414,A
SIASUG2021-0166,PHYS110,A
SIASUG2021-0166,COMP207,A
SIASUG2021-0072,POLT205,A
SIASUG2021-0072,ENVS245,A
SIASUG2021-0072,ECON333&ECON433,A
SIASUG2021-0072,ECON210-A,A
SIASUG2021-0072,COMP350,A
SIASUG2021-0116,BIOS227|ENVS227|PSYC227,A
SIASUG2021-0116,PSYC345&PSYC445,A
SIASUG2021-0116,POLT205,A
SIASUG2021-0116,ECON201-B,A
SIASUG2021-0116,ARTS224,A
SIASUG2021-0152,MATH333,A
SIASUG2021-0152,PHIL214|PHIL314&PHIL414,A
SIASUG2021-0152,HIST326&HIST426,A
SIASUG2021-0152,CHEM434,A
SIASUG2021-0152,COMP332&COMP432,A
SIASUG2021-0166,HIST314|SOCL351|POLT351,A
SIASUG2021-0166,SOCL325|ENVS325,A
SIASUG2021-0166,CHEM433,A
SIASUG2021-0166,POLT205,A
SIASUG2021-0166,PSYC208,A
SIASUG2021-0090,HIST314|SOCL351|POLT351,A
SIASUG2021-0090,ENVS250|PHIL211,A
SIASUG2021-0090,PHYS231,A
SIASUG2021-0090,MATH191|COMP201,A
SIASUG2021-0090,PHYS226,A
SIASUG2021-0116,COMP311|MATH311,A
SIASUG2021-0116,COMP350,A
SIASUG2021-0116,HIST339,A
SIASUG2021-0116,ENVS250|PHIL211,A
SIASUG2021-0116,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2021-0006,COMP310&COMP410,A
SIASUG2021-0006,LITT208,A
SIASUG2021-0006,SOCL328,A
SIASUG2021-0006,MATH305&MATH405,A
SIASUG2021-0006,CHEM322|BIOS322,A
SIASUG2021-0190,ECON201-B,A
SIASUG2021-0190,PSYC251|SOCL251,A
SIASUG2021-0190,HIST303|PHIL315|LITT306,A
SIASUG2021-0190,POLT203,A
SIASUG2021-0190,BIOS409|ENVS409,A
SIASUG2021-0189,CHEM440,A
SIASUG2021-0189,MATH061&PHYS061,A
SIASUG2021-0189,BIOS306|CHEM305,A
SIASUG2021-0189,BIOS224,A
SIASUG2021-0189,PSYC440,A
SIASPG2023-0018,CHEM216,A
SIASPG2023-0018,ECON201-A,A
SIASPG2023-0018,ENVS421,A
SIASPG2023-0018,ECON201-B,A
SIASPG2023-0018,ECON207,A
SIASPG2023-0007,DATA201-A,A
SIASPG2023-0007,BUSI201,A
SIASPG2023-0007,ECON332&ECON432,A
SIASPG2023-0007,CHEM440,A
SIASPG2023-0007,PSYC440,A
SIASPG2023-0006,ECON201-B,A
SIASPG2023-0006,PSYC209,A
SIASPG2023-0006,BIOS432|CHEM432,A
SIASPG2023-0006,MATH061&PHYS061,A
SIASPG2023-0006,ECON333&ECON433,A
SIASPG2023-0008,BUSI318,A
SIASPG2023-0008,PHYS443,A
SIASPG2023-0008,PHYS231,A
SIASPG2023-0008,BUSI319,A
SIASPG2023-0008,HIST303|PHIL315|LITT306,A
SIASPG2023-0006,COMP329|MATH329&COMP429|MATH429,A
SIASPG2023-0006,POLT205,A
SIASPG2023-0006,PSYC251|SOCL251,A
SIASPG2023-0006,COMP347&COMP447,A
SIASPG2023-0006,SOCL328,A
SIASPG2023-0006,ARTS236|LITT234,A
SIASPG2023-0006,ENVS328,A
SIASPG2023-0006,LITT208,A
SIASPG2023-0006,PSYC437,A
SIASPG2023-0006,DATA201-A,A
SIASPG2023-0007,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASPG2023-0007,MATH305&MATH405,A
SIASPG2023-0007,COMP311|MATH311,A
SIASPG2023-0007,BIOS221,A
SIASPG2023-0007,ARTS233,A
SIASPG2023-0018,POLT203,A
SIASPG2023-0018,ECON201-A,A
SIASPG2023-0018,PHYS231,A
SIASPG2023-0018,MATH191|COMP201,A
SIASPG2023-0018,ECON206,A
SIASPG2023-0006,PSYC251|SOCL251,A
SIASPG2023-0006,ECON206,A
SIASPG2023-0006,PHYS443,A
SIASPG2023-0006,CWPC601,A
SIASPG2023-0006,CHEM319,A
SIASPG2023-0007,BIOS231|CHEM231,A
SIASPG2023-0007,ENVS221|LITT242,A
SIASPG2023-0007,POLT412,A
SIASPG2023-0007,CHEM219,A
SIASPG2023-0007,BIOS221,A
SIASPG2023-0001,SOCL325|ENVS325,A
SIASPG2023-0001,CHEM321,A
SIASPG2023-0001,CHEM433,A
SIASPG2023-0001,HIST330|SOCL330|POLT330,A
SIASPG2023-0001,HIST303|PHIL315|LITT306,A
SIASUG2021-0019,MATH305&MATH405,A
SIASUG2021-0019,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2021-0019,ECON207,A
SIASUG2021-0019,ENVS242|SOCL242|POLT221,A
SIASUG2021-0019,PHYS110,A
SIASUG2021-0034,CHEM321,A
SIASUG2021-0034,PHIL214|PHIL314&PHIL414,A
SIASUG2021-0034,ECON201-B,A
SIASUG2021-0034,PHYS231,A
SIASUG2021-0034,BUSI211|PSYC213,A
SIASUG2021-0118,HIST326&HIST426,A
SIASUG2021-0118,PSYC440,A
SIASUG2021-0118,SOCL328,A
SIASUG2021-0118,BIOS306|CHEM305,A
SIASUG2021-0118,CHEM321,A
SIASUG2021-0151,SOCL411|POLT411,A
SIASUG2021-0151,ARTS236|LITT234,A
SIASUG2021-0151,ECON333&ECON433,A
SIASUG2021-0151,CHEM322|BIOS322,A
SIASUG2021-0151,PHYS360&PHYS460,A
SIASUG2021-0159,ECON210-B,A
SIASUG2021-0159,MATH333,A
SIASUG2021-0159,COMP235,A
SIASUG2021-0159,MATH226,A
SIASUG2021-0159,CHEM319,A
SIASUG2022-0004,PSYC440,A
SIASUG2022-0004,ECON201-A,A
SIASUG2022-0004,MATH191|COMP201,A
SIASUG2022-0004,ARTS234|PHIL234|PSYC235,A
SIASUG2022-0004,BUSI211|PSYC213,A
SIASUG2022-0005,PHYS231,A
SIASUG2022-0005,PSYC208,A
SIASUG2022-0005,ECON332&ECON432,A
SIASUG2022-0005,PSYC327,A
SIASUG2022-0005,POLT334|SOCL334,A
SIASUG2022-0009,HIST339,A
SIASUG2022-0009,CHEM219,A
SIASUG2022-0009,POLT205,A
SIASUG2022-0009,COMP328&COMP428,A
SIASUG2022-0009,HIST328|BIOS328|LITT328|ARTS328&HIST428|BIOS428|LITT428|ARTS428,A
SIASUG2022-0012,PHYS110,A
SIASUG2022-0012,PSYC209,A
SIASUG2022-0012,POLT334|SOCL334,A
SIASUG2022-0012,MATH333,A
SIASUG2022-0012,ARTS205,A
SIASUG2022-0013,SOCL201|POLT201,A
SIASUG2022-0013,HIST328|BIOS328|LITT328|ARTS328&HIST428|BIOS428|LITT428|ARTS428,A
SIASUG2022-0013,COMP332&COMP432,A
SIASUG2022-0013,PHYS311,A
SIASUG2022-0013,CHEM219,A
SIASUG2022-0039,POLT203,A
SIASUG2022-0039,BUSI317,A
SIASUG2022-0039,PSYC208,A
SIASUG2022-0039,MATH344&MATH444,A
SIASUG2022-0039,SOCL328,A
SIASUG2022-0042,PHYS311,A
SIASUG2022-0042,ECON206,A
SIASUG2022-0042,CHEM207,A
SIASUG2022-0042,MATH333,A
SIASUG2022-0042,CHEM319,A
SIASUG2022-0056,COMP332&COMP432,A
SIASUG2022-0056,ECON321&ECON421,A
SIASUG2022-0056,PSYC345&PSYC445,A
SIASUG2022-0056,COMP311|MATH311,A
SIASUG2022-0056,CHEM431,A
SIASUG2022-0078,BIOS231|CHEM231,A
SIASUG2022-0078,ARTS224,A
SIASUG2022-0078,DATA201-B,A
SIASUG2022-0078,LITT208,A
SIASUG2022-0078,BUSI319,A
SIASUG2022-0083,COMP207,A
SIASUG2022-0083,HIST328|BIOS328|LITT328|ARTS328&HIST428|BIOS428|LITT428|ARTS428,A
SIASUG2022-0083,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0083,COMP311|MATH311,A
SIASUG2022-0083,ARTS236|LITT234,A
SIASUG2022-0093,ENVS245,A
SIASUG2022-0093,ENVS328,A
SIASUG2022-0093,ECON201-A,A
SIASUG2022-0093,CHEM207,A
SIASUG2022-0093,CHEM216,A
SIASUG2022-0124,PSYC208,A
SIASUG2022-0124,ECON315|SOCL323|BUSI312,A
SIASUG2022-0124,BIOS432|CHEM432,A
SIASUG2022-0124,ENVS242|SOCL242|POLT221,A
SIASUG2022-0124,PHYS311,A
SIASUG2022-0129,COMP431|ARTS431,A
SIASUG2022-0129,POLT203,A
SIASUG2022-0129,SOCL411|POLT411,A
SIASUG2022-0129,POLT415|SOCL415,A
SIASUG2022-0129,BUSI317,A
SIASUG2022-0136,COMP311|MATH311,A
SIASUG2022-0136,DATA201-A,A
SIASUG2022-0136,ECON321&ECON421,A
SIASUG2022-0136,HIST330|SOCL330|POLT330,A
SIASUG2022-0136,ENVS421,A
SIASUG2022-0137,HIST314|SOCL351|POLT351,A
SIASUG2022-0137,CHEM319,A
SIASUG2022-0137,PHYS345,A
SIASUG2022-0137,COMP329|MATH329&COMP429|MATH429,A
SIASUG2022-0137,COMP332&COMP432,A
SIASUG2022-0138,PHYS360&PHYS460,A
SIASUG2022-0138,COMP329|MATH329&COMP429|MATH429,A
SIASUG2022-0138,PSYC442,A
SIASUG2022-0138,COMP207,A
SIASUG2022-0138,PSYC440,A
SIASUG2022-0142,ENVS250|PHIL211,A
SIASUG2022-0142,BUSI317,A
SIASUG2022-0142,SOCL411|POLT411,A
SIASUG2022-0142,ENVS421,A
SIASUG2022-0142,BUSI201,A
SIASUG2022-0158,HIST330|SOCL330|POLT330,A
SIASUG2022-0158,BIOS224,A
SIASUG2022-0158,COMP329|MATH329&COMP429|MATH429,A
SIASUG2022-0158,ECON201-B,A
SIASUG2022-0158,SOCL325|ENVS325,A
SIASUG2022-0159,CHEM321,A
SIASUG2022-0159,BIOS221,A
SIASUG2022-0159,COMP207,A
SIASUG2022-0159,ECON332&ECON432,A
SIASUG2022-0159,ARTS234|PHIL234|PSYC235,A
SIASUG2022-0166,POLT205,A
SIASUG2022-0166,CHEM322|BIOS322,A
SIASUG2022-0166,ECON321&ECON421,A
SIASUG2022-0166,PSYC251|SOCL251,A
SIASUG2022-0166,BIOS432|CHEM432,A
SIASUG2022-0170,ARTS236|LITT234,A
SIASUG2022-0170,BIOS251|HIST251,A
SIASUG2022-0170,POLT203,A
SIASUG2022-0170,ARTS224,A
SIASUG2022-0170,DATA201-A,A
SIASUG2022-0172,POLT412,A
SIASUG2022-0172,ENVS421,A
SIASUG2022-0172,MATH333,A
SIASUG2022-0172,COMP328&COMP428,A
SIASUG2022-0172,LITT212|ARTS232,A
SIASUG2022-0180,BUSI211|PSYC213,A
SIASUG2022-0180,PHYS231,A
SIASUG2022-0180,COMP311|MATH311,A
SIASUG2022-0180,ARTS234|PHIL234|PSYC235,A
SIASUG2022-0180,POLT333|SOCL333,A
SIASUG2022-0188,CHEM431,A
SIASUG2022-0188,MATH344&MATH444,A
SIASUG2022-0188,ECON207,A
SIASUG2022-0188,PHYS360&PHYS460,A
SIASUG2022-0188,COMP431|ARTS431,A
SIASUG2022-0178,SOCL411|POLT411,A
SIASUG2022-0178,ENVS242|SOCL242|POLT221,A
SIASUG2022-0178,BIOS221,A
SIASUG2022-0178,COMP328&COMP428,A
SIASUG2022-0178,BUSI317,A
SIASUG2019-0110,ARTS236|LITT234,A
SIASUG2019-0110,ECON209,A
SIASUG2019-0110,MATH203,A
SIASUG2019-0110,CHEM433,A
SIASUG2019-0110,ENVS328,A
SIASUG2021-0151,HIST303|PHIL315|LITT306,A
SIASUG2021-0151,ECON210-B,A
SIASUG2021-0151,PSYC209,A
SIASUG2021-0151,ARTS205,A
SIASUG2021-0151,PSYC442,A
SIASUG2022-0004,ENVS250|PHIL211,A
SIASUG2022-0004,ENVS328,A
SIASUG2022-0004,ECON206,A
SIASUG2022-0004,POLT203,A
SIASUG2022-0004,CHEM216,A
SIASUG2022-0005,ECON332&ECON432,A
SIASUG2022-0005,ENVS250|PHIL211,A
SIASUG2022-0005,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0005,ENVS421,A
SIASUG2022-0005,POLT333|SOCL333,A
SIASUG2022-0012,LITT212|ARTS232,A
SIASUG2022-0012,CHEM440,A
SIASUG2022-0012,ECON206,A
SIASUG2022-0012,COMP328&COMP428,A
SIASUG2022-0012,BIOS224,A
SIASUG2022-0013,CHEM434,A
SIASUG2022-0013,HIST328|BIOS328|LITT328|ARTS328&HIST428|BIOS428|LITT428|ARTS428,A
SIASUG2022-0013,ENVS221|LITT242,A
SIASUG2022-0013,CHEM216,A
SIASUG2022-0013,COMP311|MATH311,A
SIASUG2022-0039,POLT334|SOCL334,A
SIASUG2022-0039,ECON210-A,A
SIASUG2022-0039,MATH257,A
SIASUG2022-0039,MATH333,A
SIASUG2022-0039,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0042,MATH344&MATH444,A
SIASUG2022-0042,ECON201-B,A
SIASUG2022-0042,DATA201-A,A
SIASUG2022-0042,BIOS432|CHEM432,A
SIASUG2022-0042,ENVS245,A
SIASUG2022-0056,DATA201-B,A
SIASUG2022-0056,SOCL325|ENVS325,A
SIASUG2022-0056,CHEM321,A
SIASUG2022-0056,HIST303|PHIL315|LITT306,A
SIASUG2022-0056,HIST328|BIOS328|LITT328|ARTS328&HIST428|BIOS428|LITT428|ARTS428,A
SIASUG2022-0076,BUSI201,A
SIASUG2022-0076,BIOS432|CHEM432,A
SIASUG2022-0076,SOCL325|ENVS325,A
SIASUG2022-0076,PHIL214|PHIL314&PHIL414,A
SIASUG2022-0076,PSYC345&PSYC445,A
SIASUG2022-0078,BIOS221,A
SIASUG2022-0078,ENVS421,A
SIASUG2022-0078,ECON207,A
SIASUG2022-0078,ENVS242|SOCL242|POLT221,A
SIASUG2022-0078,BIOS409|ENVS409,A
SIASUG2022-0083,PHYS110,A
SIASUG2022-0083,POLT415|SOCL415,A
SIASUG2022-0083,MATH226,A
SIASUG2022-0083,BIOS251|HIST251,A
SIASUG2022-0083,ARTS236|LITT234,A
SIASUG2022-0093,MATH203,A
SIASUG2022-0093,COMP311|MATH311,A
SIASUG2022-0093,BIOS224,A
SIASUG2022-0093,HIST303|PHIL315|LITT306,A
SIASUG2022-0093,ENVS221|LITT242,A
SIASUG2022-0124,ARTS233,A
SIASUG2022-0124,HIST303|PHIL315|LITT306,A
SIASUG2022-0124,PHYS216|COMP216,A
SIASUG2022-0124,MATH226,A
SIASUG2022-0124,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0129,MATH257,A
SIASUG2022-0129,BIOS306|CHEM305,A
SIASUG2022-0129,ECON315|SOCL323|BUSI312,A
SIASUG2022-0129,POLT415|SOCL415,A
SIASUG2022-0129,ARTS234|PHIL234|PSYC235,A
SIASUG2022-0136,COMP207,A
SIASUG2022-0136,BIOS231|CHEM231,A
SIASUG2022-0136,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0136,BUSI318,A
SIASUG2022-0136,MATH061&PHYS061,A
SIASUG2022-0137,CHEM207,A
SIASUG2022-0137,HIST314|SOCL351|POLT351,A
SIASUG2022-0137,DATA201-B,A
SIASUG2022-0137,POLT205,A
SIASUG2022-0137,PSYC251|SOCL251,A
SIASUG2022-0138,BIOS409|ENVS409,A
SIASUG2022-0138,COMP332&COMP432,A
SIASUG2022-0138,POLT205,A
SIASUG2022-0138,MATH203,A
SIASUG2022-0138,COMP350,A
SIASUG2022-0142,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0142,CHEM321,A
SIASUG2022-0142,ENVS328,A
SIASUG2022-0142,BUSI211|PSYC213,A
SIASUG2022-0142,COMP207,A
SIASUG2022-0159,ARTS224,A
SIASUG2022-0159,COMP347&COMP447,A
SIASUG2022-0159,PSYC251|SOCL251,A
SIASUG2022-0159,BUSI318,A
SIASUG2022-0159,HIST303|PHIL315|LITT306,A
SIASUG2022-0166,PSYC327,A
SIASUG2022-0166,CHEM440,A
SIASUG2022-0166,POLT334|SOCL334,A
SIASUG2022-0166,ENVS221|LITT242,A
SIASUG2022-0166,COMP235,A
SIASUG2022-0170,ENVS328,A
SIASUG2022-0170,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0170,ECON315|SOCL323|BUSI312,A
SIASUG2022-0170,MATH191|COMP201,A
SIASUG2022-0170,POLT205,A
SIASUG2022-0172,PHYS311,A
SIASUG2022-0172,CHEM440,A
SIASUG2022-0172,LITT208,A
SIASUG2022-0172,MATH333,A
SIASUG2022-0172,MATH344&MATH444,A
SIASUG2022-0180,ENVS421,A
SIASUG2022-0180,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0180,ECON206,A
SIASUG2022-0180,PHYS110,A
SIASUG2022-0180,SOCL201|POLT201,A
SIASUG2022-0188,COMP203,A
SIASUG2022-0188,POLT205,A
SIASUG2022-0188,LITT208,A
SIASUG2022-0188,CHEM216,A
SIASUG2022-0188,CWPC601,A
SIASUG2022-0178,ARTS234|PHIL234|PSYC235,A
SIASUG2022-0178,PSYC208,A
SIASUG2022-0178,COMP203,A
SIASUG2022-0178,CHEM431,A
SIASUG2022-0178,MATH333,A
SIASUG2019-0110,COMP310&COMP410,A
SIASUG2019-0110,DATA201-B,A
SIASUG2019-0110,SOCL328,A
SIASUG2019-0110,ECON207,A
SIASUG2019-0110,CHEM321,A
SIASUG2021-0059,ECON201-A,A
SIASUG2021-0059,BUSI211|PSYC213,A
SIASUG2021-0059,ARTS233,A
SIASUG2021-0059,ECON201-B,A
SIASUG2021-0059,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2021-0060,CHEM434,A
SIASUG2021-0060,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2021-0060,ARTS233,A
SIASUG2021-0060,COMP235,A
SIASUG2021-0060,PSYC209,A
SIASUG2021-0123,PSYC251|SOCL251,A
SIASUG2021-0123,MATH344&MATH444,A
SIASUG2021-0123,ENVS245,A
SIASUG2021-0123,SOCL325|ENVS325,A
SIASUG2021-0123,MATH061&PHYS061,A
SIASUG2021-0151,CHEM440,A
SIASUG2021-0151,ARTS236|LITT234,A
SIASUG2021-0151,HIST339,A
SIASUG2021-0151,MATH344&MATH444,A
SIASUG2021-0151,BIOS432|CHEM432,A
SIASUG2021-0196,ENVS250|PHIL211,A
SIASUG2021-0196,DATA201-A,A
SIASUG2021-0196,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2021-0196,CHEM207,A
SIASUG2021-0196,HIST314|SOCL351|POLT351,A
SIASUG2022-0013,MATH305&MATH405,A
SIASUG2022-0013,PHYS443,A
SIASUG2022-0013,COMP235,A
